CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
3069-SSVSN,1,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394535064697266,-120.8907470703125,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,No,0,55,4467,
3070-BDOQC,1,United States,California,Sacramento,95827,"38.549185, -121.328386",38.54918670654297,-121.32838439941406,Female,No,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,0,41,4616,
3070-DVEYC,1,United States,California,Williams,95987,"39.117537, -122.284654",39.11753845214844,-122.28465270996094,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,1,84,5638,Lack of self-service on Website
3070-FNFZQ,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.83190155029297,-123.48748016357422,Female,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,No,0,33,4698,
3071-MVJCD,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.63610076904297,-120.52214813232422,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,0,60,4162,
3071-VBYPO,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.92970275878906,-118.01207733154297,Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0,22,4648,
3074-GQWYX,1,United States,California,San Diego,92108,"32.774046, -117.142454",32.7740478515625,-117.1424560546875,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,87,3520,Competitor offered higher download speeds
3077-RSNTJ,1,United States,California,Long Beach,90807,"33.830099, -118.182239",33.83009719848633,-118.18223571777344,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0,43,4293,
3078-ZKNTS,1,United States,California,Rancho Santa Fe,92091,"32.99356, -117.207121",32.993560791015625,-117.20712280273438,Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,246.7,No,0,22,4314,
3079-BCHLN,1,United States,California,Wishon,93669,"37.287758, -119.548156",37.287757873535156,-119.54815673828125,Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,No,0,70,5394,
3082-VQXNH,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789798736572266,-121.47452545166016,Male,No,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,32,5614,
3082-WQRVY,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.9540901184082,-121.32975769042969,Male,Yes,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,0,66,2962,
3082-YVEKW,1,United States,California,Yucca Valley,92284,"34.159534, -116.425984",34.1595344543457,-116.42598724365234,Female,No,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,No,0,33,2572,
3084-DOWLE,1,United States,California,Citrus Heights,95621,"38.69549, -121.307864",38.695491790771484,-121.307861328125,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No,0,42,6434,
3085-QUOZK,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.82718276977539,-116.70372772216797,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.95,43.95,Yes,1,76,3238,Attitude of service provider
3086-RUCRN,1,United States,California,Paicines,95043,"36.525703, -120.952122",36.52570343017578,-120.9521255493164,Female,No,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,0,46,6183,
3088-FVYWK,1,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.38380813598633,-119.73088836669922,Male,No,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,0,46,5794,
3088-LHEFH,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733909606933594,-120.45341491699219,Female,No,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,No,0,33,3885,
3090-HAWSU,1,United States,California,Pasadena,91107,"34.159007, -118.087353",34.15900802612305,-118.08735656738281,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.6,6876.05,Yes,1,87,4495,Competitor offered more data
3090-LETTY,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.95719528198242,-117.20254516601562,Male,No,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.95,134.6,No,0,78,3172,
3090-QFUVD,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.63663864135742,-119.42184448242188,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,20.3,No,0,31,2507,
3091-FYHKI,1,United States,California,Harbor City,90710,"33.798266, -118.300237",33.79826736450195,-118.30023956298828,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,80,2301,Network reliability
3092-IGHWF,1,United States,California,Alturas,96101,"41.468877, -120.54229",41.468875885009766,-120.54228973388672,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Yes,1,65,4421,Competitor made better offer
3094-JOJAI,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281192779541016,-122.22657012939453,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,No,0,49,2643,
3096-GKWEB,1,United States,California,Bakersfield,93306,"35.449881, -118.841442",35.44988250732422,-118.84143829345703,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,No,0,40,4477,
3096-IZETN,1,United States,California,Lomita,90717,"33.794209, -118.317354",33.79420852661133,-118.31735229492188,Female,No,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,1,89,4741,Attitude of support person
3096-JRDSO,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415954589844,-118.07383728027344,Female,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,1,75,3444,Attitude of support person
3096-WPXBT,1,United States,California,Venice,90291,"33.991782, -118.479229",33.991783142089844,-118.47923278808594,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,0,57,4804,
3096-YXENJ,1,United States,California,Danville,94506,"37.791481, -121.903253",37.791481018066406,-121.90325164794922,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,No,0,25,4193,
3097-FQTVJ,1,United States,California,Denair,95316,"37.524721, -120.757977",37.52471923828125,-120.75798034667969,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,No,0,21,5913,
3097-IDVPU,1,United States,California,Los Angeles,90012,"34.065875, -118.238728",34.06587600708008,-118.23873138427734,Male,No,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.1,910.45,No,0,76,5749,
3097-NNSPB,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996337890625,-122.93505859375,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,1,98,2960,Competitor offered more data
3097-NQYSN,1,United States,California,San Jose,95139,"37.218705, -121.762429",37.21870422363281,-121.7624282836914,Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.85,156.35,Yes,1,78,5204,Competitor had better devices
3097-PYWXL,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.95657730102539,-119.7501449584961,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,No,0,26,2951,
3099-OONVS,1,United States,California,Crockett,94525,"38.049292, -122.228415",38.049293518066406,-122.2284164428711,Male,No,Yes,Yes,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No,0,63,3971,
3104-OWCGK,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.95973205566406,-120.65351867675781,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,1,76,4111,Moved
3106-ULWFW,1,United States,California,Fontana,92337,"34.049671, -117.468896",34.0496711730957,-117.4688949584961,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,1,95,2887,Attitude of service provider
3108-PCCGG,1,United States,California,Redwood Valley,95470,"39.298065, -123.25211",39.298065185546875,-123.25211334228516,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,No,0,25,5856,
3113-IWHLC,1,United States,California,Strathmore,93267,"36.141319, -119.129075",36.141319274902344,-119.12907409667969,Male,No,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,No,0,69,2612,
3115-CZMZD,1,United States,California,Independence,93526,"36.869584, -118.189241",36.86958312988281,-118.18923950195312,Male,No,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,,No,0,68,5504,
3115-JPJDD,1,United States,California,Ventura,93003,"34.279221, -119.221437",34.27922058105469,-119.221435546875,Female,No,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.25,4639.45,No,0,58,4709,
3118-UHVVQ,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813415527344,-120.45669555664062,Female,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,No,0,21,4747,
3120-FAZKD,1,United States,California,El Portal,95318,"37.654551, -119.822984",37.6545524597168,-119.82298278808594,Male,No,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,0,41,4039,
3125-RAHBV,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.82327651977539,-121.28185272216797,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.3,467.15,No,0,55,2768,
3126-WQMGH,1,United States,California,Yorba Linda,92887,"33.884073, -117.732197",33.884071350097656,-117.7322006225586,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,40,5224,
3128-YOVTD,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028747558594,-121.2480697631836,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,0,64,6321,
3129-AAQOU,1,United States,California,Trabuco Canyon,92679,"33.631119, -117.567346",33.63111877441406,-117.56734466552734,Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No,0,44,5038,
3130-ICDUP,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.99126052856445,-122.2149429321289,Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,0,40,5346,
3131-NWVFJ,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.547000885009766,-120.27111053466797,Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,0,47,5620,
3132-TVFDZ,1,United States,California,Glendale,91202,"34.167926, -118.267539",34.16792678833008,-118.26753997802734,Male,Yes,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,1,82,5172,Attitude of support person
3133-PZNSR,1,United States,California,Belmont,94002,"37.509366, -122.306132",37.50936508178711,-122.3061294555664,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,No,0,46,4054,
3134-DSHVC,1,United States,California,Stockton,95205,"37.965695, -121.260051",37.965694427490234,-121.26004791259766,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,No,0,75,5989,
3137-LUPIX,1,United States,California,Yucca Valley,92284,"34.159534, -116.425984",34.1595344543457,-116.42598724365234,Female,No,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,No,0,61,3334,
3137-NYQQI,1,United States,California,Palmdale,93550,"34.536232, -118.082935",34.536231994628906,-118.08293151855469,Male,No,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,0,70,3546,
3138-BKYAV,1,United States,California,Kerman,93630,"36.727418, -120.123526",36.7274169921875,-120.12352752685547,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,1,75,4694,Attitude of service provider
3143-ILDAL,1,United States,California,El Monte,91732,"34.074492, -118.01462",34.074493408203125,-118.01461791992188,Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,1,96,4830,Attitude of support person
3143-JQEGI,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961063385009766,-117.13491821289062,Female,No,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,1,81,3740,Long distance charges
3144-AUDBS,1,United States,California,Calexico,92231,"32.690654, -115.431225",32.69065475463867,-115.43122863769531,Female,No,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,Yes,1,86,5271,Competitor offered higher download speeds
3144-KMTWZ,1,United States,California,Whittier,90606,"33.976678, -118.065875",33.97667694091797,-118.06587219238281,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.25,6669.45,No,0,63,6035,
3146-JTQHR,1,United States,California,San Bruno,94066,"37.624436, -122.430661",37.62443542480469,-122.4306640625,Male,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No,0,57,3778,
3146-MSEGF,1,United States,California,Paramount,90723,"33.897122, -118.164432",33.89712142944336,-118.1644287109375,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,0,8,6102,
3148-AOIQT,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.69160842895508,-121.60228729248047,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,45,4106,
3148-BLQJT,1,United States,California,Montague,96064,"41.759864, -122.379175",41.759864807128906,-122.3791732788086,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes,1,80,5747,Service dissatisfaction
3154-CFSZG,1,United States,California,Modesto,95351,"37.621458, -121.012295",37.621456146240234,-121.01229858398438,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2,No,0,78,3291,
3154-HMWUU,1,United States,California,Winters,95694,"38.578604, -122.024579",38.57860565185547,-122.02458190917969,Male,No,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.5,1198.8,No,0,63,5848,
3156-QLHBO,1,United States,California,San Jose,95136,"37.270938, -121.851046",37.270938873291016,-121.85104370117188,Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,0,45,4725,
3158-MOERK,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984085083008,-122.12084197998047,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,1,83,3391,Competitor offered more data
3160-TYXLT,1,United States,California,Palmdale,93552,"34.557711, -118.029441",34.55771255493164,-118.0294418334961,Male,No,No,No,53,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,No,0,63,6245,
3161-GETRM,1,United States,California,Soledad,93960,"36.414216, -121.360597",36.414215087890625,-121.360595703125,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097.0,No,0,59,4648,
3161-ONRWK,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557315826416016,-124.0816650390625,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,0,48,4053,
3162-KKZXO,1,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.6950798034668,-121.27161407470703,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,No,0,64,5182,
3162-ZJZFU,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331974029541016,-121.4606704711914,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,0,27,4700,
3164-AALRN,1,United States,California,Greenwood,95635,"38.921333, -120.897718",38.92133331298828,-120.89772033691406,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,347.4,Yes,1,77,2673,Competitor had better devices
3164-YAXFY,1,United States,California,Coulterville,95311,"37.722127, -120.110174",37.72212600708008,-120.11017608642578,Male,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,No,0,58,5594,
3165-HDOEW,1,United States,California,Salida,95368,"37.713152, -121.08739",37.71315383911133,-121.08738708496094,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,1,73,3706,Don't know
3166-PNEOF,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.90066146850586,-122.05278015136719,Female,No,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,0,74,4471,
3167-SNQPL,1,United States,California,Pine Valley,91962,"32.800671, -116.483363",32.8006706237793,-116.48336029052734,Male,Yes,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,0,78,4036,
3170-GWYKC,1,United States,California,Vernalis,95385,"37.609095, -121.263381",37.60909652709961,-121.26338195800781,Female,No,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,0,62,5926,
3170-NMYVV,1,United States,California,Compton,90222,"33.912246, -118.236773",33.91224670410156,-118.23677062988281,Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,20,5849,
3173-NVMPX,1,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.62250900268555,-117.9270248413086,Female,No,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,0,80,4291,
3173-WSSUE,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.2243766784668,-118.63265228271484,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,0,52,5921,
3174-AKMAS,1,United States,California,Hume,93628,"36.807595, -118.901544",36.807594299316406,-118.90154266357422,Female,No,Yes,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),64.2,3009.5,No,0,41,4699,
3174-RKMOW,1,United States,California,Glendale,91201,"34.17051, -118.289463",34.170509338378906,-118.28945922851562,Male,No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,No,0,71,5721,
3177-LASXD,1,United States,California,Westmorland,92281,"33.03679, -115.60503",33.03678894042969,-115.60502624511719,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,1,77,2619,Poor expertise of phone support
3178-CIFOT,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.4314079284668,-120.84210205078125,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.65,478.1,No,0,58,5916,
3178-FESZO,1,United States,California,Clements,95227,"38.227285, -121.02789",38.2272834777832,-121.02789306640625,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,1,100,5797,Don't know
3179-GBRWV,1,United States,California,San Gabriel,91775,"34.114772, -118.089431",34.11477279663086,-118.08943176269531,Male,Yes,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,0,23,4604,
3181-MIZBN,1,United States,California,Jenner,95450,"38.505995, -123.187019",38.50599670410156,-123.18701934814453,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,313.4,No,0,68,3677,
3181-VTHOE,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292335510253906,-121.32059478759766,Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,0,69,4042,
3186-AJIEK,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.4249267578125,-117.18450164794922,Male,No,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No,0,38,5097,
3186-BAXNB,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.33639144897461,-122.44853210449219,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,1,71,4319,Attitude of service provider
3190-FZATL,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873962402344,-116.90677642822266,Male,No,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,No,0,71,5770,
3190-ITQXP,1,United States,California,Ceres,95307,"37.553469, -120.952825",37.553470611572266,-120.95282745361328,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,890.35,No,0,58,3879,
3190-XFANI,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.83190155029297,-123.48748016357422,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,1,82,5585,Competitor offered more data
3191-CSNMG,1,United States,California,Upland,91784,"34.141146, -117.655583",34.14114761352539,-117.65558624267578,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,239.45,No,0,46,2081,
3192-LNKRK,1,United States,California,San Joaquin,93660,"36.600193, -120.153393",36.60019302368164,-120.15339660644531,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,0,67,3476,
3192-NQECA,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.03152847290039,-118.49115753173828,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,86,5034,Lack of affordable download/upload speed
3194-ORPIK,1,United States,California,San Diego,92113,"32.697098, -117.116587",32.69709777832031,-117.11658477783203,Female,No,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,1,80,5135,Service dissatisfaction
3195-TQDZX,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53221893310547,-122.59487915039062,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No,0,42,4050,
3196-NVXLZ,1,United States,California,Orange Cove,93646,"36.633498, -119.298895",36.63349914550781,-119.29889678955078,Female,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.6,2088.05,No,0,23,4874,
